,fecha,rol,sexo,edad,id,n_victimas,hora,t_calle,calle,direccion,comuna,longitud,latitud,participantes,victima,acusado
435,2019-01-08,CONDUCTOR,MASCULINO,25,2019-0001,1,08:30:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,MOTO-CARGAS,MOTO,CARGAS
436,2019-01-09,CONDUCTOR,MASCULINO,32,2019-0002,1,04:00:00,AVENIDA,CASTA?ARES AV.,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS
437,2019-01-12,CONDUCTOR,MASCULINO,23,2019-0003,1,08:00:00,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO
438,2019-01-14,CONDUCTOR,MASCULINO,71,2019-0004,1,19:58:00,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS
439,2019-01-19,CONDUCTOR,MASCULINO,43,2019-0005,1,12:00:00,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS
440,2019-01-23,PEATON,FEMENINO,12,2019-0006,1,05:45:00,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA","OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO
441,2019-01-26,CONDUCTOR,MASCULINO,35,2019-0007,1,19:34:00,CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.61071660,MOTO-AUTO,MOTO,AUTO
442,2019-01-30,CONDUCTOR,MASCULINO,42,2019-0008,1,22:45:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE
443,2019-01-31,CONDUCTOR,MASCULINO,34,2019-0009,1,14:55:00,AVENIDA,CHACABUCO,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO
444,2019-02-02,PEATON,MASCULINO,63,2019-0010,2,07:50:00,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
445,2019-02-02,PEATON,MASCULINO,59,2019-0010,2,07:50:00,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
446,2019-02-10,PEATON,MASCULINO,29,2019-0011,1,01:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.51839930,-34.66252488,PEATON-AUTO,PEATON,AUTO
447,2019-02-17,CONDUCTOR,MASCULINO,31,2019-0012,1,03:16:00,AVENIDA,CASTA?ARES AV.,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO
448,2019-02-20,PEATON,MASCULINO,39,2019-0013,1,07:30:00,CALLE,SALVIGNY,SALVIGNY y MOM,7,-58.43383830,-34.64457699,PEATON-AUTO,PEATON,AUTO
449,2019-02-20,CONDUCTOR,MASCULINO,69,2019-0014,1,17:30:00,CALLE,"LAMARCA, EMILIO","LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
450,2019-02-23,CONDUCTOR,MASCULINO,21,2019-0015,1,06:57:00,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
451,2019-02-24,CONDUCTOR,MASCULINO,40,2019-0016,1,02:00:00,CALLE,"CARRILLO, RAMON, DR.","CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS
452,2019-03-03,CONDUCTOR,MASCULINO,22,2019-0017,1,07:00:00,CALLE,MEXICO,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS
453,2019-03-03,PEATON,FEMENINO,29,2019-0018,1,23:30:00,AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO
454,2019-03-06,CONDUCTOR,MASCULINO,41,2019-0019,1,12:00:00,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO
455,2019-03-07,CONDUCTOR,MASCULINO,43,2019-0020,1,21:01:00,AVENIDA,CHICLANA AV.,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO
456,2019-03-15,CONDUCTOR,MASCULINO,23,2019-0021,1,22:50:00,AVENIDA,BOYACA AV.,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO
457,2019-03-15,PASAJERO_ACOMPAÑANTE,MASCULINO,60,2019-0022,1,1900-01-02 00:00:00,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,AUTO-SD,AUTO,OBJETO FIJO
458,2019-03-16,CONDUCTOR,MASCULINO,34,2019-0023,1,08:28:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
459,2019-03-19,CONDUCTOR,MASCULINO,32,2019-0024,1,1900-01-14 07:12:00,AVENIDA,ANTARTIDA ARGENTINA AV.,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS
460,2019-03-22,PEATON,MASCULINO,27,2019-0025,1,13:10:00,CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO
461,2019-03-28,PEATON,MASCULINO,34,2019-0026,1,07:32:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS
462,2019-03-28,CICLISTA,MASCULINO,37,2019-0027,1,11:11:00,AVENIDA,SANTA FE AV.,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE
463,2019-04-06,PEATON,FEMENINO,57,2019-0028,1,09:15:00,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS
464,2019-04-07,CONDUCTOR,MASCULINO,27,2019-0029,1,10:15:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
465,2019-04-09,CONDUCTOR,MASCULINO,25,2019-0030,1,16:00:00,CALLE,"ALVAREZ, DONATO, TTE. GRAL.","ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS
466,2019-04-12,CICLISTA,MASCULINO,20,2019-0031,1,19:55:00,AVENIDA,CORDOBA AV.,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS
467,2019-04-16,PEATON,FEMENINO,83,2019-0032,1,11:00:00,AVENIDA,CAMARONES,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.60443790,PEATON-AUTO,PEATON,AUTO
468,2019-04-18,CONDUCTOR,MASCULINO,25,2019-0033,1,01:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,"AU 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,MOTO-SD,MOTO,PASAJEROS
469,2019-04-21,CONDUCTOR,MASCULINO,19,2019-0034,1,09:08:00,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
470,2019-04-23,PEATON,FEMENINO,75,2019-0035,1,14:10:00,CALLE,SUIPACHA,SUIPACHA 665,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA
471,2019-04-26,CONDUCTOR,MASCULINO,34,2019-0036,1,22:46:00,CALLE,RIGLOS,RIGLOS y FORMOSA,6,-58.43680440,-34.62147504,MOTO-AUTO,MOTO,AUTO
472,2019-05-01,CONDUCTOR,MASCULINO,17,2019-0037,1,23:10:00,AVENIDA,LA RIOJA,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO
473,2019-05-04,PEATON,FEMENINO,42,2019-0038,1,14:10:00,AVENIDA,"UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO
474,2019-05-05,PEATON,FEMENINO,82,2019-0105,1,11:00:00,AVENIDA,SANTO TOME,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO
475,2019-05-09,CONDUCTOR,MASCULINO,28,2019-0039,1,03:05:00,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO
476,2019-05-09,CONDUCTOR,MASCULINO,44,2019-0040,1,12:45:00,CALLE,PUAN,PUAN y SANTANDER,7,-58.44263580,-34.63679732,MOTO-SD,MOTO,OBJETO FIJO
477,2019-05-11,PASAJERO_ACOMPAÑANTE,FEMENINO,78,2019-0041,1,20:30:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE
478,2019-05-14,PEATON,MASCULINO,39,2019-0042,1,15:00:00,CALLE,LIMA,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS
479,2019-05-21,CICLISTA,FEMENINO,19,2019-0043,1,09:00:00,AVENIDA,CORDOBA AV.,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS
480,2019-05-27,PEATON,FEMENINO,77,2019-0044,1,12:45:00,AVENIDA,BOEDO AV.,BOEDO AV. 650,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO
481,2019-06-03,CONDUCTOR,MASCULINO,33,2019-0045,1,07:27:00,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS
482,2019-06-04,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2019-0046,1,09:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO
483,2019-06-06,PEATON,MASCULINO,76,2019-0047,1,10:00:00,AVENIDA,CASEROS AV.,CASEROS AV. 1700,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS
484,2019-06-07,CONDUCTOR,MASCULINO,32,2019-0048,1,07:00:00,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS
485,2019-06-08,PEATON,FEMENINO,72,2019-0049,1,09:20:00,CALLE,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS
486,2019-06-08,CONDUCTOR,MASCULINO,21,2019-0050,1,23:35:00,AVENIDA,"SALGUERO, JERONIMO","SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS
487,2019-06-11,CONDUCTOR,MASCULINO,41,2019-0051,1,10:00:00,CALLE,"FILIBERTO, JUAN DE DIOS","FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO
488,2019-06-14,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2019-0053,1,17:20:00,AVENIDA,ASTURIAS AV.,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO
489,2019-06-20,CONDUCTOR,MASCULINO,21,2019-0054,1,03:00:00,CALLE,GANDARA,GANDARA 2976,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
490,2019-06-20,CONDUCTOR,MASCULINO,47,2019-0055,1,19:45:00,AVENIDA,"GUEVARA, TRINIDAD","GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS
491,2019-06-29,PEATON,FEMENINO,75,2019-0056,1,17:16:00,AVENIDA,BOYACA AV.,BOYACA AV. 305,7,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO
492,2019-07-05,PEATON,FEMENINO,63,2019-0057,1,19:00:00,CALLE,ARTILLEROS,ARTILLEROS y LA PAMPA,13,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO
493,2019-07-10,CONDUCTOR,MASCULINO,39,2019-0058,1,09:20:00,AUTOPISTA,AUTOPISTA PERITO MORENO,AU PERITO MORENO e IRIGOYEN,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS
494,2019-07-13,CONDUCTOR,MASCULINO,30,2019-0059,1,22:35:00,CALLE,15 DE NOVIEMBRE DE 1889,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,-58.38410880,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS
495,2019-07-17,PEATON,FEMENINO,78,2019-0060,1,11:20:00,AVENIDA,"ACOSTA, MARIANO AV.","ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO
496,2019-07-17,PEATON,FEMENINO,58,2019-0061,1,18:40:00,CALLE,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,-58.45200171,-34.55781320,PEATON-PASAJEROS,PEATON,PASAJEROS
497,2019-08-01,PEATON,FEMENINO,60,2019-0062,1,23:00:00,AVENIDA,"PINO, VIRREY DEL","PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS
498,2019-08-04,PASAJERO_ACOMPAÑANTE,MASCULINO,40,2019-0063,1,01:30:00,AVENIDA,FOREST AV.,FOREST AV. y MAURE,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS
499,2019-08-06,CONDUCTOR,MASCULINO,20,2019-0064,1,03:15:00,AVENIDA,BOYACA AV.,BOYACA AV. y AVELLANEDA AV.,7,-58.45962210,-34.62245140,MOTO-AUTO,MOTO,AUTO
500,2019-08-08,PEATON,FEMENINO,55,2019-0065,1,16:45:00,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL y TILCARA,4,-58.41970850,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS
501,2019-08-11,PEATON,MASCULINO,40,2019-0066,1,21:15:00,AVENIDA,RIESTRA AV.,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO
502,2019-08-14,CONDUCTOR,MASCULINO,35,2019-0067,1,15:00:00,CALLE,"CASTRO, EMILIO","CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS
503,2019-08-14,CONDUCTOR,MASCULINO,53,2019-0068,1,17:40:00,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO
504,2019-08-17,CONDUCTOR,MASCULINO,43,2019-0069,1,05:25:00,AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO
505,2019-08-22,CONDUCTOR,MASCULINO,25,2019-0070,1,12:30:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.42686680,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA
506,2019-08-27,PEATON,MASCULINO,73,2019-0071,1,11:30:00,AVENIDA,PRIMERA JUNTA,PRIMERA JUNTA y OLIVERA AV.,9,-58.47961100,-34.65620398,PEATON-CARGAS,PEATON,CARGAS
507,2019-08-28,CONDUCTOR,MASCULINO,22,2019-0072,1,06:20:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y AZUL",10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO
508,2019-08-29,CONDUCTOR,MASCULINO,29,2019-0073,1,01:50:00,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
509,2019-08-29,CONDUCTOR,MASCULINO,35,2019-0074,1,09:00:00,AUTOPISTA,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS
510,2019-08-30,CONDUCTOR,MASCULINO,31,2019-0075,1,23:20:00,CALLE,SAN ANTONIO,SAN ANTONIO y LUJAN,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS
511,2019-09-05,CONDUCTOR,FEMENINO,29,2019-0076,1,18:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS
512,2019-09-08,PEATON,FEMENINO,28,2019-0077,1,03:40:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO
513,2019-09-12,PEATON,FEMENINO,72,2019-0078,1,08:25:00,AVENIDA,"EINSTEIN, ALBERTO","EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,PEATON-CARGAS,PEATON,CARGAS
514,2019-09-17,CONDUCTOR,MASCULINO,57,2019-0079,1,05:30:00,CALLE,AGRELO,AGRELO y COLOMBRES,5,-58.41822901,-34.61866836,MOTO-PASAJEROS,MOTO,PASAJEROS
515,2019-09-17,PEATON,MASCULINO,76,2019-0080,1,1900-01-04 18:40:00,GRAL PAZ,CABILDO AV.,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,PEATON-MOTO,PEATON,MOTO
516,2019-09-23,PEATON,MASCULINO,67,2019-0081,1,16:00:00,AVENIDA,ELCANO AV.,ELCANO AV. 4300,15,-58.46141281,-34.58623761,PEATON-PASAJEROS,PEATON,PASAJEROS
517,2019-09-25,CICLISTA,MASCULINO,47,2019-0082,1,07:45:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.66119740,BICICLETA-CARGAS,BICICLETA,CARGAS
518,2019-09-26,CONDUCTOR,MASCULINO,73,2019-0083,1,08:00:00,CALLE,MONTE,MONTE y CORVALAN,9,-58.48457413,-34.65839090,AUTO-AUTO,AUTO,AUTO
519,2019-09-27,CICLISTA,FEMENINO,40,2019-0084,1,11:45:00,CALLE,TANDIL,TANDIL y LAFUENTE,7,-58.46572884,-34.63628186,BICICLETA-CARGAS,BICICLETA,CARGAS
520,2019-10-09,CICLISTA,MASCULINO,20,2019-0085,1,22:18:00,CALLE,CARDOSO,CARDOSO y BACACAY,10,-58.49261744,-34.63419130,BICICLETA-TREN,BICICLETA,TREN
521,2019-10-15,CONDUCTOR,MASCULINO,29,2019-0086,1,14:10:00,AVENIDA,CORRIENTES AV.,CORRIENTES AV. 6700,15,-58.45283186,-34.58841560,MOTO-PASAJEROS,MOTO,PASAJEROS
522,2019-10-21,CONDUCTOR,MASCULINO,41,2019-0087,1,21:00:00,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. y MENDOZA,12,-58.47973681,-34.57418656,MOTO-MOTO,MOTO,MOTO
523,2019-10-22,PEATON,MASCULINO,27,2019-0088,1,20:00:00,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS
524,2019-10-23,PEATON,FEMENINO,92,2019-0089,1,15:45:00,AVENIDA,"BROWN, ALTE. AV.","BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON-CARGAS,PEATON,CARGAS
525,2019-10-24,PEATON,MASCULINO,67,2019-0090,1,18:26:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. 5455",9,-58.49962423,-34.64868027,PEATON-MOTO,PEATON,MOTO
526,2019-11-01,PEATON,MASCULINO,35,2019-0091,1,20:50:00,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y CAMARGO",15,-58.44551437,-34.59559816,PEATON-PASAJEROS,PEATON,PASAJEROS
527,2019-11-03,PEATON,MASCULINO,37,2019-0092,1,10:30:00,CALLE,"BRIN, MINISTRO","BRIN, MINISTRO y SUAREZ",4,-58.35608181,-34.63420319,PEATON-PASAJEROS,PEATON,PASAJEROS
528,2019-11-13,CICLISTA,MASCULINO,16,2019-0093,1,11:50:00,AVENIDA,NIZA,"NIZA y JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,BICICLETA-OTRO,BICICLETA,OTRO
529,2019-11-18,PASAJERO_ACOMPAÑANTE,FEMENINO,47,2019-0094,1,14:00:00,CALLE,CAMARGO,CAMARGO y SERRANO,15,-58.44368628,-34.59724326,MOTO-OTRO,MOTO,OTRO
530,2019-11-20,CONDUCTOR,MASCULINO,47,2019-0095,1,15:30:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,MOTO-CARGAS,MOTO,CARGAS
531,2019-11-22,PEATON,MASCULINO,73,2019-0096,1,19:33:00,AVENIDA,CASEROS AV.,CASEROS AV. y PIEDRAS,1,-58.37560352,-34.62726382,PEATON-PASAJEROS,PEATON,PASAJEROS
532,2019-11-25,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-0097,1,08:50:00,AUTOPISTA,AUTOPISTA PERITO MORENO,AU PERITO MORENO KM. 5.6,9,-58.47721439,-34.64815069,MULTIPLE,MOTO,MULTIPLE
533,2019-11-25,PASAJERO_ACOMPAÑANTE,FEMENINO,61,2019-0098,1,14:00:00,AVENIDA,GUZMAN,GUZMAN 365,15,-58.45134029,-34.58984288,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
534,2019-12-05,CONDUCTOR,MASCULINO,38,2019-0100,1,17:30:00,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. 4300,12,-58.49040794,-34.58368803,MOTO-AUTO,MOTO,AUTO
535,2019-12-17,CONDUCTOR,MASCULINO,25,2019-0101,1,04:20:00,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y TILCARA AV.",4,-58.42102679,-34.64991178,MOTO-MOTO,MOTO,MOTO
536,2019-12-17,CONDUCTOR,MASCULINO,18,2019-0102,1,14:30:00,CALLE,IBARROLA,"IBARROLA y GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,MOTO-AUTO,MOTO,AUTO
537,2019-12-18,CONDUCTOR,MASCULINO,24,2019-0103,1,07:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GRIVEO",11,-58.52169422,-34.59471640,MOTO-MOTO,MOTO,MOTO
538,2019-12-21,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-0104,1,04:25:00,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO
539,2020-01-04,PEATON,FEMENINO,87,2020-0001,1,10:40:00,CALLE,URIARTE,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO
540,2020-01-05,CONDUCTOR,MASCULINO,36,2020-0002,1,20:00:00,AVENIDA,SARAZA,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
541,2020-01-11,PEATON,MASCULINO,44,2020-0003,1,06:00:00,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO
542,2020-01-14,PEATON,MASCULINO,82,2020-0004,1,21:40:00,AVENIDA,RODRIGUEZ PE?A,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS
543,2020-01-14,CONDUCTOR,MASCULINO,25,2020-0005,1,06:00:00,AVENIDA,24 DE NOVIEMBRE,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS
544,2020-01-20,CONDUCTOR,MASCULINO,23,2020-0006,1,12:55:00,AVENIDA,LAFUENTE AV.,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS
545,2020-01-27,PEATON,MASCULINO,52,2020-0007,1,00:37:00,CALLE,CHILE,CHILE y LIMA,1,-58.38156850,-34.61648696,PEATON-MOTO,PEATON,MOTO
546,2020-01-30,CONDUCTOR,MASCULINO,49,2020-0008,1,07:10:00,AVENIDA,CORDOBA AV.,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS
547,2020-02-04,PEATON,MASCULINO,48,2020-0009,1,14:50:00,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.60600850,PEATON-AUTO,PEATON,AUTO
