,fecha,rol,sexo,edad,id,n_victimas,hora,t_calle,calle,direccion,comuna,longitud,latitud,participantes,victima,acusado
548,2020-02-08,CONDUCTOR,MASCULINO,16,2020-0010,1,05:45:00,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
549,2020-02-12,CONDUCTOR,MASCULINO,31,2020-0011,1,11:29:00,CALLE,COLOMBRES,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS
550,2020-02-18,PEATON,FEMENINO,66,2020-0012,1,21:00:00,CALLE,MEXICO,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO
551,2020-02-20,PEATON,FEMENINO,58,2020-0013,1,12:00:00,AVENIDA,COMBATIENTES DE MALVINAS AV.,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO
552,2020-02-27,CONDUCTOR,MASCULINO,34,2020-0014,1,02:14:00,CALLE,BERMUDEZ,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS
553,2020-02-28,CONDUCTOR,MASCULINO,29,2020-0015,1,14:30:00,AVENIDA,BRASIL AV.,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS
554,2020-02-29,PEATON,MASCULINO,68,2020-0016,1,13:00:00,AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS
555,2020-03-05,PEATON,MASCULINO,26,2020-0017,1,23:00:00,AVENIDA,BELGRANO AV.,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO
556,2020-03-09,CONDUCTOR,MASCULINO,31,2020-0018,1,14:00:00,AVENIDA,"UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
557,2020-03-10,PEATON,FEMENINO,80,2020-0019,1,21:00:00,CALLE,CONSTITUCION,CONSTITUCION y CASTRO,5,-58.41972364,-34.62846670,PEATON-AUTO,PEATON,AUTO
558,2020-03-13,PEATON,FEMENINO,74,2020-0020,1,17:30:00,AVENIDA,PUEYRREDON AV.,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO
559,2020-03-14,PEATON,FEMENINO,87,2020-0021,1,16:50:00,CALLE,"BRAVO, MARIO","BRAVO, MARIO 1279",2,-58.41451590,-34.59488319,PEATON-AUTO,PEATON,AUTO
560,2020-04-07,PASAJERO_ACOMPAÑANTE,MASCULINO,44,2020-0022,1,06:15:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AU DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS
561,2020-04-09,CONDUCTOR,MASCULINO,44,2020-0023,1,18:42:00,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS
562,2020-04-24,CONDUCTOR,MASCULINO,53,2020-0024,1,07:58:00,CALLE,MURGUIONDO,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO
563,2020-05-12,PEATON,MASCULINO,69,2020-0025,1,05:35:00,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO
564,2020-05-17,CONDUCTOR,MASCULINO,28,2020-0026,1,06:40:00,AUTOPISTA,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV. KM 6,1",14,-58.438520716892974,-34.54847838328743,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
565,2020-05-18,PEATON,MASCULINO,76,2020-0027,1,08:00:00,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS
566,2020-05-19,PEATON,MASCULINO,91,2020-0028,1,10:00:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS
567,2020-06-10,PEATON,MASCULINO,80,2020-0029,1,14:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS
568,2020-06-16,CONDUCTOR,MASCULINO,40,2020-0030,1,15:00:00,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. 1550,6,-58.45158942,-34.60646580,MULTIPLE,MOTO,MULTIPLE
569,2020-06-30,CONDUCTOR,MASCULINO,29,2020-0031,1,08:00:00,AVENIDA,"GARZON, EUGENIO, GRAL. AV.","GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS
570,2020-07-10,CONDUCTOR,MASCULINO,21,2020-0032,1,23:00:00,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO
571,2020-07-19,CONDUCTOR,MASCULINO,32,2020-0033,1,06:25:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
572,2020-08-02,PEATON,FEMENINO,73,2020-0034,1,03:20:00,CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO
573,2020-08-04,CONDUCTOR,MASCULINO,40,2020-0035,1,05:30:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,AU 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS
574,2020-08-07,PEATON,MASCULINO,72,2020-0036,1,18:40:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.58778790,PEATON-MOTO,PEATON,MOTO
575,2020-08-29,PEATON,MASCULINO,38,2020-0037,1,04:30:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO
576,2020-08-30,CONDUCTOR,MASCULINO,46,2020-0038,2,04:00:00,AVENIDA,LAS HERAS GENERAL AV.,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO
577,2020-08-30,CONDUCTOR,MASCULINO,64,2020-0038,2,04:00:00,AVENIDA,LAS HERAS GENERAL AV.,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO
578,2020-09-01,PEATON,MASCULINO,44,2020-0039,1,19:17:42,CALLE,MURGUIONDO,MURGUIONDO,9,-58.47630865076732,-34.676463254374674,PEATON-CARGAS,PEATON,CARGAS
579,2020-09-12,CONDUCTOR,MASCULINO,36,2020-0040,1,03:30:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
580,2020-09-28,CONDUCTOR,MASCULINO,34,2020-0041,1,01:45:00,AVENIDA,CURAPALIGUE,"CURAPALIGUE y PERON, EVA AV.",7,-58.44750470,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS
581,2020-09-29,PEATON,FEMENINO,53,2020-0042,1,17:10:00,AVENIDA,"DIAZ, ANA","DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS
582,2020-09-30,PEATON,MASCULINO,64,2020-0043,1,17:20:00,AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS
583,2020-10-05,CONDUCTOR,MASCULINO,43,2020-0044,1,00:20:00,AVENIDA,LA PLATA AV.,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO
584,2020-10-19,CONDUCTOR,MASCULINO,50,2020-0045,1,03:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS
585,2020-10-27,CONDUCTOR,MASCULINO,41,2020-0046,1,21:00:00,AVENIDA,NAZCA AV.,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,MOTO-MOTO,MOTO,MOTO
586,2020-10-27,PEATON,MASCULINO,15,2020-0047,1,14:00:00,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,AU PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS
587,2020-10-29,CONDUCTOR,MASCULINO,41,2020-0048,1,20:20:00,AVENIDA,DORREGO AV.,DORREGO AV. 614,15,-58.44958780,-34.59322448,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
588,2020-10-30,PEATON,MASCULINO,36,2020-0049,1,20:00:00,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO
589,2020-11-01,PEATON,FEMENINO,28,2020-0050,1,22:00:00,AVENIDA,SANTA FE AV.,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO
590,2020-11-05,CONDUCTOR,MASCULINO,49,2020-0051,1,00:40:00,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO
591,2020-11-07,CICLISTA,MASCULINO,44,2020-0052,1,06:50:00,AVENIDA,TUCUMAN,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS
592,2020-11-09,PASAJERO_ACOMPAÑANTE,MASCULINO,27,2020-0053,1,03:30:00,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,AUTO-AUTO,AUTO,AUTO
593,2020-11-19,CICLISTA,MASCULINO,59,2020-0054,1,09:00:00,CALLE,INCLAN,INCLAN y ALBERTI,4,-58.39956546,-34.62977080,BICICLETA-AUTO,BICICLETA,AUTO
594,2020-11-19,PEATON,MASCULINO,91,2020-0055,1,12:30:00,AVENIDA,OLAZABAL AV.,OLAZABAL AV. 5437,12,-58.49005682,-34.57868970,PEATON-CARGAS,PEATON,CARGAS
595,2020-11-21,CONDUCTOR,FEMENINO,34,2020-0056,1,13:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS
596,2020-11-23,PEATON,MASCULINO,84,2020-0057,1,07:45:00,AVENIDA,NAZCA AV.,"NAZCA AV. y VIALE, LUIS",11,-58.47501560,-34.61945902,PEATON-AUTO,PEATON,AUTO
597,2020-11-24,PEATON,MASCULINO,57,2020-0058,1,16:00:00,AVENIDA,OLIVERA AV.,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO
598,2020-12-01,PEATON,FEMENINO,49,2020-0059,1,06:35:00,CALLE,BRASIL,BRASIL 1100,1,-58.37951690,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS
599,2020-12-03,PEATON,FEMENINO,69,2020-0060,1,20:30:00,AVENIDA,HOMERO,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO
600,2020-12-03,CONDUCTOR,MASCULINO,45,2020-0061,1,14:40:00,AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS
601,2020-12-04,CICLISTA,MASCULINO,47,2020-0062,1,17:19:00,CALLE,MORENO,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
602,2020-12-05,PEATON,MASCULINO,38,2020-0063,2,07:10:00,CALLE,NUEVA YORK,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO
603,2020-12-05,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2020-0063,2,07:10:00,CALLE,NUEVA YORK,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO
604,2020-12-05,CONDUCTOR,MASCULINO,24,2020-0065,1,16:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO
605,2020-12-07,CONDUCTOR,MASCULINO,27,2020-0066,1,04:30:00,AUTOPISTA,AUTOPISTA PERITO MORENO,AU PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
606,2020-12-11,PEATON,MASCULINO,51,2020-0067,1,22:00:00,AVENIDA,SAENZ AV.,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
607,2020-12-12,CONDUCTOR,MASCULINO,71,2020-0068,1,20:30:00,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO
608,2020-12-15,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2020-0069,1,05:20:00,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS
609,2020-12-17,PEATON,FEMENINO,81,2020-0070,1,15:35:00,AVENIDA,CALLAO AV.,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS
610,2020-12-17,PEATON,MASCULINO,4,2020-0071,1,23:00:00,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO
611,2020-12-19,CICLISTA,MASCULINO,42,2020-0072,1,03:30:00,AVENIDA,JUJUY AV.,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO
612,2020-12-20,CONDUCTOR,MASCULINO,56,2020-0073,1,07:40:00,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
613,2020-12-20,CONDUCTOR,MASCULINO,39,2020-0074,1,21:00:00,AVENIDA,BOGOTA,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO
614,2020-12-23,PEATON,MASCULINO,23,2020-0075,1,14:00:00,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS
615,2020-12-24,CONDUCTOR,FEMENINO,78,2020-0076,1,12:30:00,AVENIDA,ALVAREZ JONTE AV.,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS
616,2020-12-25,CONDUCTOR,FEMENINO,30,2020-0077,2,06:40:00,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO
617,2020-12-25,PASAJERO_ACOMPAÑANTE,FEMENINO,24,2020-0077,2,06:40:00,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO
618,2020-12-25,CICLISTA,MASCULINO,26,2020-0078,1,05:50:00,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
619,2020-12-27,CONDUCTOR,MASCULINO,28,2020-0079,1,04:15:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
620,2021-01-06,CONDUCTOR,MASCULINO,36,2021-0001,1,18:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO-AUTO,MOTO,AUTO
621,2021-01-07,CONDUCTOR,FEMENINO,47,2021-0002,1,10:20:00,AVENIDA,"CASTRO, EMILIO AV.","CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO-CARGAS,MOTO,CARGAS
622,2021-01-10,CONDUCTOR,MASCULINO,27,2021-0003,1,07:40:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,AU 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
623,2021-01-11,PEATON,FEMENINO,61,2021-0004,1,09:12:18,AVENIDA,CASEROS AV.,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON-CARGAS,PEATON,CARGAS
624,2021-01-11,PEATON,MASCULINO,73,2021-0005,1,21:30:00,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON-AUTO,PEATON,AUTO
625,2021-01-12,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2021-0006,1,21:00:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA,AU ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO-CARGAS,MOTO,CARGAS
626,2021-01-18,CONDUCTOR,MASCULINO,84,2021-0007,1,10:00:00,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO-MOTO,MOTO,MOTO
627,2021-01-22,PEATON,MASCULINO,28,2021-0008,1,23:30:00,AVENIDA,SAENZ AV.,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
628,2021-01-23,CONDUCTOR,MASCULINO,31,2021-0009,1,05:30:00,AVENIDA,PAYSANDU,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
629,2021-01-23,CONDUCTOR,MASCULINO,28,2021-0010,1,08:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO-AUTO,MOTO,AUTO
630,2021-01-27,PEATON,MASCULINO,21,2021-0011,1,01:04:26,AVENIDA,SANTA FE AV.,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON-AUTO,PEATON,AUTO
631,2021-01-29,PEATON,MASCULINO,56,2021-0012,1,20:07:22,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON-AUTO,PEATON,AUTO
632,2021-01-31,CONDUCTOR,MASCULINO,41,2021-0013,1,06:10:00,AVENIDA,"FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
633,2021-02-02,PEATON,MASCULINO,28,2021-0014,1,00:50:00,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON-AUTO,PEATON,AUTO
634,2021-02-06,CONDUCTOR,MASCULINO,26,2021-0015,1,03:05:00,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.59724990,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
635,2021-02-14,CONDUCTOR,MASCULINO,22,2021-0016,1,05:50:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
636,2021-02-17,CONDUCTOR,MASCULINO,33,2021-0017,1,04:10:00,AVENIDA,SALTA,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO-PASAJEROS,MOTO,PASAJEROS
637,2021-02-20,PEATON,MASCULINO,36,2021-0018,1,19:00:00,CALLE,"JAURES, JEAN","JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON-AUTO,PEATON,AUTO
638,2021-02-21,CONDUCTOR,MASCULINO,30,2021-0019,1,01:20:00,AVENIDA,TRIUNVIRATO AV.,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
639,2021-02-21,PEATON,FEMENINO,30,2021-0020,1,15:00:00,CALLE,POTOSI,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON-CARGAS,PEATON,CARGAS
640,2021-02-26,CONDUCTOR,MASCULINO,39,2021-0021,1,05:30:00,CALLE,"YRIGOYEN, HIPOLITO","YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
641,2021-02-28,PASAJERO_ACOMPAÑANTE,MASCULINO,68,2021-0022,1,12:00:00,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS-SD,PASAJEROS,PASAJEROS
642,2021-03-01,CONDUCTOR,MASCULINO,24,2021-0023,1,09:20:00,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,"AU BUENOS AIRES LA PLATA  KM 4,5",4,-58.30780476129833,-34.683916662936404,MOTO-CARGAS,MOTO,CARGAS
643,2021-03-03,CICLISTA,MASCULINO,5,2021-0024,1,16:30:00,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA-CARGAS,BICICLETA,CARGAS
644,2021-03-11,CONDUCTOR,MASCULINO,37,2021-0025,1,03:45:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y AU DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO-OTRO,MOTO,OTRO
645,2021-03-15,CONDUCTOR,MASCULINO,36,2021-0026,1,02:35:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"AU 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
646,2021-03-16,CONDUCTOR,FEMENINO,19,2021-0027,1,15:30:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-CARGAS,MOTO,CARGAS
647,2021-03-29,PEATON,MASCULINO,47,2021-0028,1,17:20:00,AVENIDA,COREA AV.,"COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON-PASAJEROS,PEATON,PASAJEROS
648,2021-03-31,CONDUCTOR,MASCULINO,26,2021-0029,1,18:05:00,AVENIDA,"FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO-AUTO,AUTO,AUTO
649,2021-04-03,PEATON,MASCULINO,36,2021-0030,1,18:30:00,CALLE,FINOCHIETTO ENRIQUE DR.,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON-PASAJEROS,PEATON,PASAJEROS
650,2021-04-07,PEATON,FEMENINO,68,2021-0031,1,10:29:00,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON-CARGAS,PEATON,CARGAS
651,2021-04-10,PEATON,MASCULINO,60,2021-0032,1,19:55:00,AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON-MOTO,PEATON,MOTO
652,2021-04-14,CONDUCTOR,MASCULINO,33,2021-0033,1,17:50:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,AU 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
653,2021-04-19,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2021-0034,1,14:40:00,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO-CARGAS,MOTO,CARGAS
654,2021-05-03,CONDUCTOR,MASCULINO,24,2021-0035,1,09:20:00,AVENIDA,"JANER, ANA MARIA","JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO-CARGAS,MOTO,CARGAS
655,2021-05-09,CONDUCTOR,MASCULINO,36,2021-0036,1,06:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
656,2021-05-11,PEATON,FEMENINO,58,2021-0037,1,07:10:00,AVENIDA,MONROE,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS
657,2021-05-14,CONDUCTOR,FEMENINO,44,2021-0038,1,11:40:00,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS
